cpu_addr,file_off,space,kind,name,size,evidence,confidence,source,notes
0x4546B4,0x2506B4,int_flash,func,FUN_004546b4,0x1C8,ghidra passat_azx_ori.bin 2026-09-15 @4546B4,hypothesis,ghidra,
0x45487C,0x25087C,int_flash,func,FUN_0045487c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @45487C,hypothesis,ghidra,
0x454880,0x250880,int_flash,func,FUN_00454880,0x520,ghidra passat_azx_ori.bin 2026-09-15 @454880,hypothesis,ghidra,
0x454DA0,0x250DA0,int_flash,func,FUN_00454da0,0xC4,ghidra passat_azx_ori.bin 2026-09-15 @454DA0,hypothesis,ghidra,
0x454E64,0x250E64,int_flash,func,FUN_00454e64,0x3C,ghidra passat_azx_ori.bin 2026-09-15 @454E64,hypothesis,ghidra,
0x454EA0,0x250EA0,int_flash,func,FUN_00454ea0,0x1A0,ghidra passat_azx_ori.bin 2026-09-15 @454EA0,hypothesis,ghidra,
0x455040,0x251040,int_flash,func,FUN_00455040,0x198,ghidra passat_azx_ori.bin 2026-09-15 @455040,hypothesis,ghidra,
0x4551D8,0x2511D8,int_flash,func,FUN_004551d8,0x4,ghidra passat_azx_ori.bin 2026-09-15 @4551D8,hypothesis,ghidra,
0x4551DC,0x2511DC,int_flash,func,FUN_004551dc,0x270,ghidra passat_azx_ori.bin 2026-09-15 @4551DC,hypothesis,ghidra,
0x45544C,0x25144C,int_flash,func,FUN_0045544c,0x208,ghidra passat_azx_ori.bin 2026-09-15 @45544C,hypothesis,ghidra,
0x455654,0x251654,int_flash,func,FUN_00455654,0x29C,ghidra passat_azx_ori.bin 2026-09-15 @455654,hypothesis,ghidra,
0x4558F0,0x2518F0,int_flash,func,FUN_004558f0,0x4,ghidra passat_azx_ori.bin 2026-09-15 @4558F0,hypothesis,ghidra,
0x4558F4,0x2518F4,int_flash,func,FUN_004558f4,0x270,ghidra passat_azx_ori.bin 2026-09-15 @4558F4,hypothesis,ghidra,
0x455B64,0x251B64,int_flash,func,FUN_00455b64,0x44,ghidra passat_azx_ori.bin 2026-09-15 @455B64,hypothesis,ghidra,
0x455BA8,0x251BA8,int_flash,func,FUN_00455ba8,0x28,ghidra passat_azx_ori.bin 2026-09-15 @455BA8,hypothesis,ghidra,
0x455BD0,0x251BD0,int_flash,func,FUN_00455bd0,0x8C,ghidra passat_azx_ori.bin 2026-09-15 @455BD0,hypothesis,ghidra,
0x455C5C,0x251C5C,int_flash,func,FUN_00455c5c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @455C5C,hypothesis,ghidra,
0x455C60,0x251C60,int_flash,func,FUN_00455c60,0x990,ghidra passat_azx_ori.bin 2026-09-15 @455C60,hypothesis,ghidra,
0x4565F0,0x2525F0,int_flash,func,FUN_004565f0,0x4,ghidra passat_azx_ori.bin 2026-09-15 @4565F0,hypothesis,ghidra,
0x4565F4,0x2525F4,int_flash,func,FUN_004565f4,0x848,ghidra passat_azx_ori.bin 2026-09-15 @4565F4,hypothesis,ghidra,
0x456E3C,0x252E3C,int_flash,func,FUN_00456e3c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @456E3C,hypothesis,ghidra,
0x456E40,0x252E40,int_flash,func,FUN_00456e40,0x688,ghidra passat_azx_ori.bin 2026-09-15 @456E40,hypothesis,ghidra,
0x4574C8,0x2534C8,int_flash,func,FUN_004574c8,0xC8,ghidra passat_azx_ori.bin 2026-09-15 @4574C8,hypothesis,ghidra,
0x457590,0x253590,int_flash,func,FUN_00457590,0x124,ghidra passat_azx_ori.bin 2026-09-15 @457590,hypothesis,ghidra,
0x4576B4,0x2536B4,int_flash,func,FUN_004576b4,0x80,ghidra passat_azx_ori.bin 2026-09-15 @4576B4,hypothesis,ghidra,
0x457734,0x253734,int_flash,func,FUN_00457734,0x9C,ghidra passat_azx_ori.bin 2026-09-15 @457734,hypothesis,ghidra,
0x4577D0,0x2537D0,int_flash,func,FUN_004577d0,0x2B8,ghidra passat_azx_ori.bin 2026-09-15 @4577D0,hypothesis,ghidra,
0x457A88,0x253A88,int_flash,func,FUN_00457a88,0x4,ghidra passat_azx_ori.bin 2026-09-15 @457A88,hypothesis,ghidra,
0x457A8C,0x253A8C,int_flash,func,FUN_00457a8c,0x13C,ghidra passat_azx_ori.bin 2026-09-15 @457A8C,hypothesis,ghidra,
0x457BC8,0x253BC8,int_flash,func,FUN_00457bc8,0x4,ghidra passat_azx_ori.bin 2026-09-15 @457BC8,hypothesis,ghidra,
0x457BCC,0x253BCC,int_flash,func,FUN_00457bcc,0x4D8,ghidra passat_azx_ori.bin 2026-09-15 @457BCC,hypothesis,ghidra,
0x4580A4,0x2540A4,int_flash,func,FUN_004580a4,0x188,ghidra passat_azx_ori.bin 2026-09-15 @4580A4,hypothesis,ghidra,
0x45822C,0x25422C,int_flash,func,FUN_0045822c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @45822C,hypothesis,ghidra,
0x458230,0x254230,int_flash,func,FUN_00458230,0x508,ghidra passat_azx_ori.bin 2026-09-15 @458230,hypothesis,ghidra,
0x458738,0x254738,int_flash,func,FUN_00458738,0x4,ghidra passat_azx_ori.bin 2026-09-15 @458738,hypothesis,ghidra,
0x45873C,0x25473C,int_flash,func,FUN_0045873c,0x278,ghidra passat_azx_ori.bin 2026-09-15 @45873C,hypothesis,ghidra,
0x4589B4,0x2549B4,int_flash,func,FUN_004589b4,0x4,ghidra passat_azx_ori.bin 2026-09-15 @4589B4,hypothesis,ghidra,
0x4589B8,0x2549B8,int_flash,func,FUN_004589b8,0x474,ghidra passat_azx_ori.bin 2026-09-15 @4589B8,hypothesis,ghidra,
0x458E2C,0x254E2C,int_flash,func,FUN_00458e2c,0x44,ghidra passat_azx_ori.bin 2026-09-15 @458E2C,hypothesis,ghidra,
0x458E70,0x254E70,int_flash,func,FUN_00458e70,0x4,ghidra passat_azx_ori.bin 2026-09-15 @458E70,hypothesis,ghidra,
0x458E74,0x254E74,int_flash,func,FUN_00458e74,0x4C0,ghidra passat_azx_ori.bin 2026-09-15 @458E74,hypothesis,ghidra,
0x459334,0x255334,int_flash,func,FUN_00459334,0x108,ghidra passat_azx_ori.bin 2026-09-15 @459334,hypothesis,ghidra,
0x45943C,0x25543C,int_flash,func,FUN_0045943c,0x14C,ghidra passat_azx_ori.bin 2026-09-15 @45943C,hypothesis,ghidra,
0x459588,0x255588,int_flash,func,FUN_00459588,0x15C,ghidra passat_azx_ori.bin 2026-09-15 @459588,hypothesis,ghidra,
0x4596E4,0x2556E4,int_flash,func,FUN_004596e4,0xC8,ghidra passat_azx_ori.bin 2026-09-15 @4596E4,hypothesis,ghidra,
0x4597AC,0x2557AC,int_flash,func,FUN_004597ac,0x4,ghidra passat_azx_ori.bin 2026-09-15 @4597AC,hypothesis,ghidra,
0x4597B0,0x2557B0,int_flash,func,FUN_004597b0,0x1234,ghidra passat_azx_ori.bin 2026-09-15 @4597B0,hypothesis,ghidra,
0x45AA98,0x256A98,int_flash,func,FUN_0045aa98,0x388,ghidra passat_azx_ori.bin 2026-09-15 @45AA98,hypothesis,ghidra,
0x45AE20,0x256E20,int_flash,func,FUN_0045ae20,0x1D4,ghidra passat_azx_ori.bin 2026-09-15 @45AE20,hypothesis,ghidra,
0x45AFF4,0x256FF4,int_flash,func,FUN_0045aff4,0x240,ghidra passat_azx_ori.bin 2026-09-15 @45AFF4,hypothesis,ghidra,
0x45B234,0x257234,int_flash,func,FUN_0045b234,0x264,ghidra passat_azx_ori.bin 2026-09-15 @45B234,hypothesis,ghidra,
0x45B498,0x257498,int_flash,func,FUN_0045b498,0x168,ghidra passat_azx_ori.bin 2026-09-15 @45B498,hypothesis,ghidra,
0x45B600,0x257600,int_flash,func,FUN_0045b600,0x128,ghidra passat_azx_ori.bin 2026-09-15 @45B600,hypothesis,ghidra,
0x45B728,0x257728,int_flash,func,FUN_0045b728,0x2E0,ghidra passat_azx_ori.bin 2026-09-15 @45B728,hypothesis,ghidra,
0x45BA08,0x257A08,int_flash,func,FUN_0045ba08,0x150,ghidra passat_azx_ori.bin 2026-09-15 @45BA08,hypothesis,ghidra,
0x45BB58,0x257B58,int_flash,func,FUN_0045bb58,0xC4,ghidra passat_azx_ori.bin 2026-09-15 @45BB58,hypothesis,ghidra,
0x45BC1C,0x257C1C,int_flash,func,FUN_0045bc1c,0xE4,ghidra passat_azx_ori.bin 2026-09-15 @45BC1C,hypothesis,ghidra,
0x45BD00,0x257D00,int_flash,func,FUN_0045bd00,0x3E0,ghidra passat_azx_ori.bin 2026-09-15 @45BD00,hypothesis,ghidra,
0x45C0E0,0x2580E0,int_flash,func,FUN_0045c0e0,0x668,ghidra passat_azx_ori.bin 2026-09-15 @45C0E0,hypothesis,ghidra,
0x45C748,0x258748,int_flash,func,FUN_0045c748,0x36C,ghidra passat_azx_ori.bin 2026-09-15 @45C748,hypothesis,ghidra,
0x45CAB4,0x258AB4,int_flash,func,FUN_0045cab4,0x10,ghidra passat_azx_ori.bin 2026-09-15 @45CAB4,hypothesis,ghidra,
0x45CAC4,0x258AC4,int_flash,func,task_1000ms_int,0x2A0,ghidra passat_azx_ori.bin 2026-09-15 @45CAC4,hypothesis,ghidra,"HYPOTHESIS (B1, issue #11, 2026-09-15). TCB 11, priority 0x08, on-chip flash; 161 consecutive bl calls."
0x45CD64,0x258D64,int_flash,func,FUN_0045cd64,0x158,ghidra passat_azx_ori.bin 2026-09-15 @45CD64,hypothesis,ghidra,
0x45CEBC,0x258EBC,int_flash,func,FUN_0045cebc,0x4,ghidra passat_azx_ori.bin 2026-09-15 @45CEBC,hypothesis,ghidra,
0x45CEC0,0x258EC0,int_flash,func,FUN_0045cec0,0x87C,ghidra passat_azx_ori.bin 2026-09-15 @45CEC0,hypothesis,ghidra,
0x45D73C,0x25973C,int_flash,func,FUN_0045d73c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @45D73C,hypothesis,ghidra,
0x45D740,0x259740,int_flash,func,FUN_0045d740,0x4F8,ghidra passat_azx_ori.bin 2026-09-15 @45D740,hypothesis,ghidra,
0x45DC38,0x259C38,int_flash,func,FUN_0045dc38,0x4,ghidra passat_azx_ori.bin 2026-09-15 @45DC38,hypothesis,ghidra,
0x45DC3C,0x259C3C,int_flash,func,FUN_0045dc3c,0xDE8,ghidra passat_azx_ori.bin 2026-09-15 @45DC3C,hypothesis,ghidra,
0x45EA24,0x25AA24,int_flash,func,FUN_0045ea24,0x558,ghidra passat_azx_ori.bin 2026-09-15 @45EA24,hypothesis,ghidra,
0x45EF7C,0x25AF7C,int_flash,func,FUN_0045ef7c,0x3B4,ghidra passat_azx_ori.bin 2026-09-15 @45EF7C,hypothesis,ghidra,
0x45F330,0x25B330,int_flash,func,FUN_0045f330,0x14C,ghidra passat_azx_ori.bin 2026-09-15 @45F330,hypothesis,ghidra,
0x45F47C,0x25B47C,int_flash,func,FUN_0045f47c,0xD0,ghidra passat_azx_ori.bin 2026-09-15 @45F47C,hypothesis,ghidra,
0x45F54C,0x25B54C,int_flash,func,FUN_0045f54c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @45F54C,hypothesis,ghidra,
0x45F550,0x25B550,int_flash,func,FUN_0045f550,0x558,ghidra passat_azx_ori.bin 2026-09-15 @45F550,hypothesis,ghidra,
0x45FAA8,0x25BAA8,int_flash,func,FUN_0045faa8,0x1F0,ghidra passat_azx_ori.bin 2026-09-15 @45FAA8,hypothesis,ghidra,
0x45FC98,0x25BC98,int_flash,func,FUN_0045fc98,0x5A8,ghidra passat_azx_ori.bin 2026-09-15 @45FC98,hypothesis,ghidra,
0x460240,0x25C240,int_flash,func,FUN_00460240,0x4,ghidra passat_azx_ori.bin 2026-09-15 @460240,hypothesis,ghidra,
0x460244,0x25C244,int_flash,func,FUN_00460244,0x408,ghidra passat_azx_ori.bin 2026-09-15 @460244,hypothesis,ghidra,
0x46064C,0x25C64C,int_flash,func,FUN_0046064c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46064C,hypothesis,ghidra,
0x460650,0x25C650,int_flash,func,FUN_00460650,0xEF8,ghidra passat_azx_ori.bin 2026-09-15 @460650,hypothesis,ghidra,
0x461564,0x25D564,int_flash,func,FUN_00461564,0x228,ghidra passat_azx_ori.bin 2026-09-15 @461564,hypothesis,ghidra,
0x46178C,0x25D78C,int_flash,func,FUN_0046178c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46178C,hypothesis,ghidra,
0x461790,0x25D790,int_flash,func,FUN_00461790,0x904,ghidra passat_azx_ori.bin 2026-09-15 @461790,hypothesis,ghidra,
0x462094,0x25E094,int_flash,func,FUN_00462094,0x4,ghidra passat_azx_ori.bin 2026-09-15 @462094,hypothesis,ghidra,
0x462098,0x25E098,int_flash,func,FUN_00462098,0xAB4,ghidra passat_azx_ori.bin 2026-09-15 @462098,hypothesis,ghidra,
0x462B4C,0x25EB4C,int_flash,func,FUN_00462b4c,0x130,ghidra passat_azx_ori.bin 2026-09-15 @462B4C,hypothesis,ghidra,
0x462C7C,0x25EC7C,int_flash,func,FUN_00462c7c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @462C7C,hypothesis,ghidra,
0x462C80,0x25EC80,int_flash,func,FUN_00462c80,0xA14,ghidra passat_azx_ori.bin 2026-09-15 @462C80,hypothesis,ghidra,
0x463694,0x25F694,int_flash,func,FUN_00463694,0x144,ghidra passat_azx_ori.bin 2026-09-15 @463694,hypothesis,ghidra,
0x4637D8,0x25F7D8,int_flash,func,FUN_004637d8,0x4,ghidra passat_azx_ori.bin 2026-09-15 @4637D8,hypothesis,ghidra,
0x4637DC,0x25F7DC,int_flash,func,FUN_004637dc,0x624,ghidra passat_azx_ori.bin 2026-09-15 @4637DC,hypothesis,ghidra,
0x463E00,0x25FE00,int_flash,func,FUN_00463e00,0x1C0,ghidra passat_azx_ori.bin 2026-09-15 @463E00,hypothesis,ghidra,
0x463FC0,0x25FFC0,int_flash,func,FUN_00463fc0,0x4,ghidra passat_azx_ori.bin 2026-09-15 @463FC0,hypothesis,ghidra,
0x463FC4,0x25FFC4,int_flash,func,FUN_00463fc4,0x16AC,ghidra passat_azx_ori.bin 2026-09-15 @463FC4,hypothesis,ghidra,
0x46568C,0x26168C,int_flash,func,FUN_0046568c,0x544,ghidra passat_azx_ori.bin 2026-09-15 @46568C,hypothesis,ghidra,
0x465BD0,0x261BD0,int_flash,func,FUN_00465bd0,0x4,ghidra passat_azx_ori.bin 2026-09-15 @465BD0,hypothesis,ghidra,
0x465BD4,0x261BD4,int_flash,func,FUN_00465bd4,0x2C8,ghidra passat_azx_ori.bin 2026-09-15 @465BD4,hypothesis,ghidra,
0x465E9C,0x261E9C,int_flash,func,FUN_00465e9c,0x70,ghidra passat_azx_ori.bin 2026-09-15 @465E9C,hypothesis,ghidra,
0x465F0C,0x261F0C,int_flash,func,FUN_00465f0c,0x380,ghidra passat_azx_ori.bin 2026-09-15 @465F0C,hypothesis,ghidra,
0x46628C,0x26228C,int_flash,func,FUN_0046628c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46628C,hypothesis,ghidra,
0x466290,0x262290,int_flash,func,FUN_00466290,0x788,ghidra passat_azx_ori.bin 2026-09-15 @466290,hypothesis,ghidra,
0x466A18,0x262A18,int_flash,func,FUN_00466a18,0x284,ghidra passat_azx_ori.bin 2026-09-15 @466A18,hypothesis,ghidra,
0x466C9C,0x262C9C,int_flash,func,FUN_00466c9c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @466C9C,hypothesis,ghidra,
0x466CA0,0x262CA0,int_flash,func,FUN_00466ca0,0x268,ghidra passat_azx_ori.bin 2026-09-15 @466CA0,hypothesis,ghidra,
0x466F08,0x262F08,int_flash,func,FUN_00466f08,0x4,ghidra passat_azx_ori.bin 2026-09-15 @466F08,hypothesis,ghidra,
0x466F0C,0x262F0C,int_flash,func,FUN_00466f0c,0x550,ghidra passat_azx_ori.bin 2026-09-15 @466F0C,hypothesis,ghidra,
0x46745C,0x26345C,int_flash,func,FUN_0046745c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46745C,hypothesis,ghidra,
0x467460,0x263460,int_flash,func,FUN_00467460,0x128C,ghidra passat_azx_ori.bin 2026-09-15 @467460,hypothesis,ghidra,
0x4686EC,0x2646EC,int_flash,func,FUN_004686ec,0x88,ghidra passat_azx_ori.bin 2026-09-15 @4686EC,hypothesis,ghidra,
0x468774,0x264774,int_flash,func,FUN_00468774,0x1A8,ghidra passat_azx_ori.bin 2026-09-15 @468774,hypothesis,ghidra,
0x46891C,0x26491C,int_flash,func,FUN_0046891c,0x98,ghidra passat_azx_ori.bin 2026-09-15 @46891C,hypothesis,ghidra,
0x4689B4,0x2649B4,int_flash,func,FUN_004689b4,0x4,ghidra passat_azx_ori.bin 2026-09-15 @4689B4,hypothesis,ghidra,
0x4689B8,0x2649B8,int_flash,func,FUN_004689b8,0x3DC,ghidra passat_azx_ori.bin 2026-09-15 @4689B8,hypothesis,ghidra,
0x468D94,0x264D94,int_flash,func,FUN_00468d94,0x4,ghidra passat_azx_ori.bin 2026-09-15 @468D94,hypothesis,ghidra,
0x468D98,0x264D98,int_flash,func,FUN_00468d98,0x934,ghidra passat_azx_ori.bin 2026-09-15 @468D98,hypothesis,ghidra,
0x4696CC,0x2656CC,int_flash,func,FUN_004696cc,0x4,ghidra passat_azx_ori.bin 2026-09-15 @4696CC,hypothesis,ghidra,
0x4696D0,0x2656D0,int_flash,func,FUN_004696d0,0x864,ghidra passat_azx_ori.bin 2026-09-15 @4696D0,hypothesis,ghidra,
0x469F34,0x265F34,int_flash,func,FUN_00469f34,0xA8,ghidra passat_azx_ori.bin 2026-09-15 @469F34,hypothesis,ghidra,
0x469FDC,0x265FDC,int_flash,func,FUN_00469fdc,0xAC,ghidra passat_azx_ori.bin 2026-09-15 @469FDC,hypothesis,ghidra,
0x46A088,0x266088,int_flash,func,FUN_0046a088,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46A088,hypothesis,ghidra,
0x46A08C,0x26608C,int_flash,func,FUN_0046a08c,0x720,ghidra passat_azx_ori.bin 2026-09-15 @46A08C,hypothesis,ghidra,
0x46A7AC,0x2667AC,int_flash,func,FUN_0046a7ac,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @46A7AC,hypothesis,ghidra,
0x46A7D8,0x2667D8,int_flash,func,FUN_0046a7d8,0x6C,ghidra passat_azx_ori.bin 2026-09-15 @46A7D8,hypothesis,ghidra,
0x46A844,0x266844,int_flash,func,FUN_0046a844,0xE0,ghidra passat_azx_ori.bin 2026-09-15 @46A844,hypothesis,ghidra,
0x46A924,0x266924,int_flash,func,FUN_0046a924,0x1C0,ghidra passat_azx_ori.bin 2026-09-15 @46A924,hypothesis,ghidra,
0x46AAE4,0x266AE4,int_flash,func,FUN_0046aae4,0xB8,ghidra passat_azx_ori.bin 2026-09-15 @46AAE4,hypothesis,ghidra,
0x46AB9C,0x266B9C,int_flash,func,FUN_0046ab9c,0xA4,ghidra passat_azx_ori.bin 2026-09-15 @46AB9C,hypothesis,ghidra,
0x46AC40,0x266C40,int_flash,func,FUN_0046ac40,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46AC40,hypothesis,ghidra,
0x46AC44,0x266C44,int_flash,func,FUN_0046ac44,0x380,ghidra passat_azx_ori.bin 2026-09-15 @46AC44,hypothesis,ghidra,
0x46AFC4,0x266FC4,int_flash,func,FUN_0046afc4,0x8C,ghidra passat_azx_ori.bin 2026-09-15 @46AFC4,hypothesis,ghidra,
0x46B050,0x267050,int_flash,func,FUN_0046b050,0x4C,ghidra passat_azx_ori.bin 2026-09-15 @46B050,hypothesis,ghidra,
0x46B09C,0x26709C,int_flash,func,FUN_0046b09c,0x158,ghidra passat_azx_ori.bin 2026-09-15 @46B09C,hypothesis,ghidra,
0x46B1F4,0x2671F4,int_flash,func,FUN_0046b1f4,0x288,ghidra passat_azx_ori.bin 2026-09-15 @46B1F4,hypothesis,ghidra,
0x46B47C,0x26747C,int_flash,func,FUN_0046b47c,0x68,ghidra passat_azx_ori.bin 2026-09-15 @46B47C,hypothesis,ghidra,
0x46B4E4,0x2674E4,int_flash,func,FUN_0046b4e4,0x464,ghidra passat_azx_ori.bin 2026-09-15 @46B4E4,hypothesis,ghidra,
0x46B948,0x267948,int_flash,func,FUN_0046b948,0x21C,ghidra passat_azx_ori.bin 2026-09-15 @46B948,hypothesis,ghidra,
0x46BB64,0x267B64,int_flash,func,FUN_0046bb64,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46BB64,hypothesis,ghidra,
0x46BB68,0x267B68,int_flash,func,FUN_0046bb68,0x248,ghidra passat_azx_ori.bin 2026-09-15 @46BB68,hypothesis,ghidra,
0x46BDB0,0x267DB0,int_flash,func,FUN_0046bdb0,0x20,ghidra passat_azx_ori.bin 2026-09-15 @46BDB0,hypothesis,ghidra,
0x46BDD0,0x267DD0,int_flash,func,FUN_0046bdd0,0x4C,ghidra passat_azx_ori.bin 2026-09-15 @46BDD0,hypothesis,ghidra,
0x46BE1C,0x267E1C,int_flash,func,FUN_0046be1c,0xC,ghidra passat_azx_ori.bin 2026-09-15 @46BE1C,hypothesis,ghidra,
0x46BE28,0x267E28,int_flash,func,FUN_0046be28,0x3C,ghidra passat_azx_ori.bin 2026-09-15 @46BE28,hypothesis,ghidra,
0x46BE64,0x267E64,int_flash,func,FUN_0046be64,0x88,ghidra passat_azx_ori.bin 2026-09-15 @46BE64,hypothesis,ghidra,
0x46BEEC,0x267EEC,int_flash,func,FUN_0046beec,0x14,ghidra passat_azx_ori.bin 2026-09-15 @46BEEC,hypothesis,ghidra,
0x46BF00,0x267F00,int_flash,func,FUN_0046bf00,0x10,ghidra passat_azx_ori.bin 2026-09-15 @46BF00,hypothesis,ghidra,
0x46BF10,0x267F10,int_flash,func,FUN_0046bf10,0xC4,ghidra passat_azx_ori.bin 2026-09-15 @46BF10,hypothesis,ghidra,
0x46BFD4,0x267FD4,int_flash,func,FUN_0046bfd4,0xAC,ghidra passat_azx_ori.bin 2026-09-15 @46BFD4,hypothesis,ghidra,
0x46C080,0x268080,int_flash,func,FUN_0046c080,0x140,ghidra passat_azx_ori.bin 2026-09-15 @46C080,hypothesis,ghidra,
0x46C1C0,0x2681C0,int_flash,func,FUN_0046c1c0,0x104,ghidra passat_azx_ori.bin 2026-09-15 @46C1C0,hypothesis,ghidra,
0x46C2C4,0x2682C4,int_flash,func,FUN_0046c2c4,0xE0,ghidra passat_azx_ori.bin 2026-09-15 @46C2C4,hypothesis,ghidra,
0x46C3A4,0x2683A4,int_flash,func,FUN_0046c3a4,0x38,ghidra passat_azx_ori.bin 2026-09-15 @46C3A4,hypothesis,ghidra,
0x46C3DC,0x2683DC,int_flash,func,FUN_0046c3dc,0xB0,ghidra passat_azx_ori.bin 2026-09-15 @46C3DC,hypothesis,ghidra,
0x46C48C,0x26848C,int_flash,func,FUN_0046c48c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46C48C,hypothesis,ghidra,
0x46C490,0x268490,int_flash,func,FUN_0046c490,0xD4,ghidra passat_azx_ori.bin 2026-09-15 @46C490,hypothesis,ghidra,
0x46C564,0x268564,int_flash,func,FUN_0046c564,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46C564,hypothesis,ghidra,
0x46C568,0x268568,int_flash,func,FUN_0046c568,0x1D8,ghidra passat_azx_ori.bin 2026-09-15 @46C568,hypothesis,ghidra,
0x46C740,0x268740,int_flash,func,FUN_0046c740,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46C740,hypothesis,ghidra,
0x46C744,0x268744,int_flash,func,FUN_0046c744,0x124,ghidra passat_azx_ori.bin 2026-09-15 @46C744,hypothesis,ghidra,
0x46C890,0x268890,int_flash,func,FUN_0046c890,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46C890,hypothesis,ghidra,
0x46C894,0x268894,int_flash,func,FUN_0046c894,0x1CC,ghidra passat_azx_ori.bin 2026-09-15 @46C894,hypothesis,ghidra,
0x46CA88,0x268A88,int_flash,func,FUN_0046ca88,0xDC,ghidra passat_azx_ori.bin 2026-09-15 @46CA88,hypothesis,ghidra,
0x46CB64,0x268B64,int_flash,func,FUN_0046cb64,0xCC,ghidra passat_azx_ori.bin 2026-09-15 @46CB64,hypothesis,ghidra,
0x46CC34,0x268C34,int_flash,func,FUN_0046cc34,0x100,ghidra passat_azx_ori.bin 2026-09-15 @46CC34,hypothesis,ghidra,
0x46CD38,0x268D38,int_flash,func,FUN_0046cd38,0x80,ghidra passat_azx_ori.bin 2026-09-15 @46CD38,hypothesis,ghidra,
0x46CDB8,0x268DB8,int_flash,func,FUN_0046cdb8,0x78,ghidra passat_azx_ori.bin 2026-09-15 @46CDB8,hypothesis,ghidra,
0x46CE30,0x268E30,int_flash,func,FUN_0046ce30,0x30,ghidra passat_azx_ori.bin 2026-09-15 @46CE30,hypothesis,ghidra,
0x46CE60,0x268E60,int_flash,func,FUN_0046ce60,0x80,ghidra passat_azx_ori.bin 2026-09-15 @46CE60,hypothesis,ghidra,
0x46CEE0,0x268EE0,int_flash,func,FUN_0046cee0,0x40,ghidra passat_azx_ori.bin 2026-09-15 @46CEE0,hypothesis,ghidra,
0x46CF20,0x268F20,int_flash,func,FUN_0046cf20,0x184,ghidra passat_azx_ori.bin 2026-09-15 @46CF20,hypothesis,ghidra,
0x46D0F4,0x2690F4,int_flash,func,FUN_0046d0f4,0x58,ghidra passat_azx_ori.bin 2026-09-15 @46D0F4,hypothesis,ghidra,
0x46D14C,0x26914C,int_flash,func,FUN_0046d14c,0x54,ghidra passat_azx_ori.bin 2026-09-15 @46D14C,hypothesis,ghidra,
0x46D1A0,0x2691A0,int_flash,func,FUN_0046d1a0,0x1C4,ghidra passat_azx_ori.bin 2026-09-15 @46D1A0,hypothesis,ghidra,
0x46D364,0x269364,int_flash,func,FUN_0046d364,0x94,ghidra passat_azx_ori.bin 2026-09-15 @46D364,hypothesis,ghidra,
0x46D3F8,0x2693F8,int_flash,func,FUN_0046d3f8,0x1DC,ghidra passat_azx_ori.bin 2026-09-15 @46D3F8,hypothesis,ghidra,
0x46D5D8,0x2695D8,int_flash,func,FUN_0046d5d8,0xCC,ghidra passat_azx_ori.bin 2026-09-15 @46D5D8,hypothesis,ghidra,
0x46D6A4,0x2696A4,int_flash,func,FUN_0046d6a4,0xA0,ghidra passat_azx_ori.bin 2026-09-15 @46D6A4,hypothesis,ghidra,
0x46D744,0x269744,int_flash,func,FUN_0046d744,0x2E4,ghidra passat_azx_ori.bin 2026-09-15 @46D744,hypothesis,ghidra,
0x46DA28,0x269A28,int_flash,func,FUN_0046da28,0x14,ghidra passat_azx_ori.bin 2026-09-15 @46DA28,hypothesis,ghidra,
0x46DA54,0x269A54,int_flash,func,FUN_0046da54,0x1F4,ghidra passat_azx_ori.bin 2026-09-15 @46DA54,hypothesis,ghidra,
0x46DC48,0x269C48,int_flash,func,FUN_0046dc48,0x2AC,ghidra passat_azx_ori.bin 2026-09-15 @46DC48,hypothesis,ghidra,
0x46DEF8,0x269EF8,int_flash,func,FUN_0046def8,0xCC,ghidra passat_azx_ori.bin 2026-09-15 @46DEF8,hypothesis,ghidra,
0x46DFC4,0x269FC4,int_flash,func,FUN_0046dfc4,0xA0,ghidra passat_azx_ori.bin 2026-09-15 @46DFC4,hypothesis,ghidra,
0x46E064,0x26A064,int_flash,func,FUN_0046e064,0x4,ghidra passat_azx_ori.bin 2026-09-15 @46E064,hypothesis,ghidra,
0x46E068,0x26A068,int_flash,func,FUN_0046e068,0x1B8,ghidra passat_azx_ori.bin 2026-09-15 @46E068,hypothesis,ghidra,
0x46E220,0x26A220,int_flash,func,FUN_0046e220,0xF8,ghidra passat_azx_ori.bin 2026-09-15 @46E220,hypothesis,ghidra,
